study_words,test_words,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
keys,,,,0,11,11,13,,,,,11.654415899887681,,11.625409499974921,11.654415899887681,11.654415899887681,12.309181499993429,1.0,0.663784799980931,,,,,,,,,,,,,,,169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
mouse,,,,0,12,12,8,,,,,12.338487999979407,,12.309404199942946,12.338487999979407,12.338487999979407,13.143535999930464,1.0,0.8136945000151172,,,,,,,,,,,,,,,169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
marble,,,,0,13,13,3,,,,,13.172699699993245,,13.143755099968985,13.172699699993245,13.172699699993245,13.877404699916951,1.0,0.7135264000389725,,,,,,,,,,,,,,,169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
board,,,,0,14,14,4,,,,,13.90689499990549,,13.877624799963087,13.90689499990549,13.90689499990549,14.728518199990503,1.0,0.82913520000875,,,,,,,,,,,,,,,169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,ta_l_,table,new,,,,,0,0,0,15,14.75785949989222,,,,,,,,14.733975999988616,14.75785949989222,14.75785949989222,14.75785949989222,0.008056699996814132,20.81758529995568,table,[-0.018],[-0.3],[1],[0],[0],[6.080291699967347],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,t_hi_t,tshirt,old,,,,,0,1,1,2,20.832452000002377,,,,,,,,20.818341699894518,20.832452000002377,20.832452000002377,20.832452000002377,0.001987099996767938,24.47108579997439,tshirt,[-0.018],[-0.3],[1],[0],[0],[3.650330200092867],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,p_nc_l,pencil,new,,,,,0,2,2,16,24.48647409991827,,,,,,,,24.47153049998451,24.48647409991827,24.48647409991827,24.48647409991827,0.001854300033301115,32.59647229989059,picnic,[-0.018],[-0.3],[1],[0],[0],[8.12262479995843],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,l_pt_p,laptop,old,,,,,0,3,3,0,32.612167899962515,,,,,,,,32.5969335999107,32.612167899962515,32.612167899962515,32.612167899962515,0.0020752999698743224,36.2347842999734,laptop,[-0.018],[-0.3],[1],[0],[0],[3.6352784000337124],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,c_s_io_,cushion,old,,,,,0,4,4,14,36.24953239993192,,,,,,,,36.235253599938005,36.24953239993192,36.24953239993192,36.24953239993192,0.001917000045068562,40.77237529994454,casio,[-0.018],[-0.3],[1],[0],[0],[4.534741299925372],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,c_m_ra,camera,new,,,,,0,5,5,19,40.78807249991223,,,,,,,,40.77283039991744,40.78807249991223,40.78807249991223,40.78807249991223,0.0019271000055596232,43.74304599990137,camera,[-0.018],[-0.3],[1],[0],[0],[2.9678564000641927],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,p_s_ry,pastry,old,,,,,0,6,6,4,43.75801099999808,,,,,,,,43.743495099944994,43.75801099999808,43.75801099999808,43.75801099999808,0.0020551000488922,47.162928299978375,pastry,[-0.018],[-0.3],[1],[0],[0],[3.4168037000345066],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,bo_t_e,bottle,new,,,,,0,7,7,18,47.17827179993037,,,,,,,,47.16338899999391,47.17827179993037,47.17827179993037,47.17827179993037,0.0018366000149399042,54.12090549990535,bolt,[-0.018],[-0.3],[1],[0],[0],[6.955193900037557],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,k_y_,keys,old,,,,,0,8,8,8,54.13578179990873,,,,,,,,54.12135799997486,54.13578179990873,54.13578179990873,54.13578179990873,0.0017828999552875757,56.9575923999073,keys,[-0.018],[-0.3],[1],[0],[0],[2.83396650000941],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,_ru_s_,cruise,old,,,,,0,9,9,6,56.97238809999544,,,,,,,,56.95804469997529,56.97238809999544,56.97238809999544,56.97238809999544,0.003657400025986135,61.99597079993691,rush,[-0.018],[-0.3],[1],[0],[0],[5.033770599984564],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,_ho_e,phone,old,,,,,0,10,10,12,62.01114439999219,,,,,,,,61.996422399999574,62.01114439999219,62.01114439999219,62.01114439999219,0.0037097999593243003,72.00592149992008,sho,[],[],[],[],[],[],[],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,p_st_r,poster,old,,,,,0,11,11,9,72.02246989996638,,,,,,,,72.00639939995017,72.02246989996638,72.02246989996638,72.02246989996638,0.011985399993136525,82.00034469994716,pastor,[],[],[],[],[],[],[],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,c_s_,case,old,,,,,0,12,12,5,82.01665899995714,,,,,,,,82.00093059998471,82.01665899995714,82.01665899995714,82.01665899995714,0.0064625999657437205,86.43932979996316,cash,[-0.018],[-0.3],[1],[0],[0],[4.436001199996099],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,v_s_,vase,new,,,,,0,13,13,17,86.4548265999183,,,,,,,,86.43979579990264,86.4548265999183,86.4548265999183,86.4548265999183,0.0029964999994263053,89.54303659999277,vase,[-0.018],[-0.3],[1],[0],[0],[3.099765299935825],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,_a_bl_,marble,old,,,,,0,14,14,11,89.55877549992874,,,,,,,,89.54348369990475,89.55877549992874,89.55877549992874,89.55877549992874,0.0019290000200271606,93.81419599999208,marble,[-0.018],[-0.3],[1],[0],[0],[4.268332400009967],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,_ou_e,mouse,old,,,,,0,15,15,3,93.83018099993933,,,,,,,,93.8146530999802,93.83018099993933,93.83018099993933,93.83018099993933,0.0018074000254273415,97.43542699993122,mouse,[-0.018],[-0.3],[1],[0],[0],[3.618348100106232],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,_ha_t,chart,old,,,,,0,16,16,1,97.45030209992547,,,,,,,,97.4358764999779,97.45030209992547,97.45030209992547,97.45030209992547,0.0019768999191001058,101.93965499999467,chart,[-0.018],[-0.3],[1],[0],[0],[4.5013727999757975],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,_oo_,book,old,,,,,0,17,17,13,101.9558847999433,,,,,,,,101.94010869995691,101.9558847999433,101.9558847999433,101.9558847999433,0.0017362999496981502,105.09317719994579,loot,[-0.018],[-0.3],[1],[0],[0],[3.1508068999974057],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,p_li_e,police,old,,,,,0,18,18,7,105.10928969993256,,,,,,,,105.09364909993019,105.10928969993256,105.10928969993256,105.10928969993256,0.0018719000509008765,108.59748459991533,police,[-0.018],[-0.3],[1],[0],[0],[3.5014839000068605],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
,_oa_d,board,old,,,,,0,19,19,10,108.6127479999559,,,,,,,,108.59795009996742,108.6127479999559,108.6127479999559,108.6127479999559,0.0018686000257730484,114.08625309995841,hoard,[-0.018],[-0.3],[1],[0],[0],[5.4859456000849605],['text_3'],169920,001,2024-10-25_16h01.42.778,WordPrimingExperiment,2024.1.5,None,2024-10-25 16h01.47.289632 +0530,
